t_ms,test_id,motor_id,kv,prop,battery_s,esc_fw,pole_pairs,step_id,throttle_pct,step_time_s,is_steady,eRPM,RPM,V_bus_V,I_A,P_in_W,thrust_N,thrust_g,eff_g_per_W,eff_N_per_W,eff_g_per_A,bdshot_err_pct,notes
314018,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.778750,0.002500,0.036947,-4.999846,-509.842468,NaN,NaN,NaN,NaN,OK
314118,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.002500,0.036950,-5.000165,-509.874908,NaN,NaN,NaN,NaN,OK
314218,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.002500,0.036950,-5.000346,-509.893433,NaN,NaN,NaN,NaN,OK
314318,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.778750,0.000000,0.000000,-5.000483,-509.907318,NaN,NaN,NaN,NaN,OK
314418,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.005000,0.073900,-5.000573,-509.916565,NaN,NaN,NaN,NaN,OK
314518,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.778750,0.002500,0.036947,-5.000710,-509.930450,NaN,NaN,NaN,NaN,OK
314618,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.002500,0.036950,-5.000755,-509.935089,NaN,NaN,NaN,NaN,OK
314718,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.005000,0.073900,-5.000846,-509.944366,NaN,NaN,NaN,NaN,OK
314818,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.002500,0.036950,-5.000846,-509.944366,NaN,NaN,NaN,NaN,OK
314918,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.778750,0.002500,0.036947,-5.000846,-509.944366,NaN,NaN,NaN,NaN,OK
315018,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.778750,0.005000,0.073894,-5.000846,-509.944366,NaN,NaN,NaN,NaN,OK
315118,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.007500,0.110850,-5.000800,-509.939728,-4600.268555,-45.113220,NaN,NaN,OK
315218,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.778750,0.002500,0.036947,-5.000755,-509.935089,NaN,NaN,NaN,NaN,OK
315318,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.778750,0.002500,0.036947,-5.000664,-509.925842,NaN,NaN,NaN,NaN,OK
315418,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.002500,0.036950,-5.000573,-509.916565,NaN,NaN,NaN,NaN,OK
315518,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.002500,0.036950,-5.000391,-509.898041,NaN,NaN,NaN,NaN,OK
315618,NA,NA,-1,NA,-1,NA,7,0,0.00,5.000,1,0,0,14.780000,0.002500,0.036950,-5.000301,-509.888794,NaN,NaN,NaN,NaN,OK
315718,NA,NA,-1,NA,-1,NA,7,1,0.13,20.000,0,0,0,14.778750,0.000000,0.000000,-5.000165,-509.874908,NaN,NaN,NaN,NaN,OK
315818,NA,NA,-1,NA,-1,NA,7,1,3.47,20.000,0,0,0,14.780000,0.002500,0.036950,-4.999983,-509.856384,NaN,NaN,NaN,NaN,OK
315918,NA,NA,-1,NA,-1,NA,7,1,6.80,20.000,0,1552,221,14.778750,0.035000,0.517256,-4.999846,-509.842468,-985.667053,-9.666092,-14566.927734,0.000000,OK
316018,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,4645,663,14.780000,0.032500,0.480350,-4.999619,-509.819336,-1061.349731,-10.408285,-15686.749023,0.000000,OK
316118,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,14872,2124,14.778750,0.457500,6.761278,-4.999483,-509.805420,-75.400749,-0.739429,-1114.328857,0.000000,OK
316218,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,23560,3365,14.780000,0.192500,2.845150,-4.999301,-509.786896,-179.177521,-1.757131,-2648.243896,0.000000,OK
316317,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,25823,3689,14.778750,0.182500,2.697122,-4.999211,-509.777649,-189.007996,-1.853535,-2793.302002,0.000000,OK
316417,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26645,3806,14.780000,0.167500,2.475650,-4.999211,-509.777649,-205.916702,-2.019353,-3043.448730,0.000000,OK
316517,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26365,3766,14.778750,0.172500,2.549335,-4.999211,-509.777649,-199.964981,-1.960987,-2955.232666,0.000000,OK
316617,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26365,3766,14.778750,0.160000,2.364600,-4.999211,-509.777649,-215.587296,-2.114189,-3186.110596,0.000000,OK
316717,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26365,3766,14.778750,0.170000,2.512387,-4.999483,-509.805420,-202.916733,-1.989933,-2998.855713,0.000000,OK
316817,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26835,3833,14.778750,0.157500,2.327653,-5.000165,-509.874908,-219.051071,-2.148157,-3237.301025,0.000000,OK
316917,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,27223,3889,14.778750,0.155000,2.290706,-5.001163,-509.976776,-222.628601,-2.183241,-3290.172607,0.000000,OK
317017,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26273,3753,14.780000,0.170000,2.512600,-5.004343,-510.300934,-203.096786,-1.991699,-3001.770508,0.000000,OK
317117,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26931,3847,14.778750,0.147500,2.179866,-5.006477,-510.518585,-234.197281,-2.296691,-3461.143066,0.000000,OK
317217,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26835,3833,14.778750,0.157500,2.327653,-5.008929,-510.768646,-219.435028,-2.151922,-3242.975586,0.000000,OK
317317,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26835,3833,14.778750,0.167500,2.475441,-5.011654,-511.046478,-206.446686,-2.024550,-3051.023926,0.000000,OK
317417,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26740,3820,14.777500,0.162500,2.401344,-5.014515,-511.338226,-212.938385,-2.088212,-3146.696777,0.000000,OK
317517,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26931,3847,14.778750,0.157500,2.327653,-5.017467,-511.639221,-219.809052,-2.155590,-3248.502930,0.000000,OK
317617,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26645,3806,14.778750,0.145000,2.142919,-5.020464,-511.944855,-238.900726,-2.342816,-3530.654297,0.000000,OK
317717,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26551,3793,14.778750,0.150000,2.216813,-5.023461,-512.250488,-231.075226,-2.266074,-3415.003174,0.000000,OK
317817,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26931,3847,14.778750,0.160000,2.364600,-5.026459,-512.556152,-216.762329,-2.125712,-3203.476318,0.000000,OK
317917,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,27028,3861,14.778750,0.157500,2.327653,-5.029410,-512.857117,-220.332275,-2.160721,-3256.235596,0.000000,OK
318017,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26458,3779,14.778750,0.162500,2.401547,-5.032317,-513.153503,-213.676239,-2.095448,-3157.867920,0.000000,OK
318117,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26365,3766,14.780000,0.162500,2.401750,-5.035132,-513.440613,-213.777725,-2.096443,-3159.634766,0.000000,OK
318217,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,27028,3861,14.778750,0.150000,2.216813,-5.037630,-513.695313,-231.726990,-2.272465,-3424.635254,0.000000,OK
318317,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,27125,3875,14.778750,0.167500,2.475441,-5.039764,-513.912964,-207.604645,-2.035906,-3068.137207,0.000000,OK
318417,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26182,3740,14.778750,0.155000,2.290706,-5.041535,-514.093567,-224.425781,-2.200865,-3316.732666,0.000000,OK
318517,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,26182,3740,14.780000,0.157500,2.327850,-5.043851,-514.329712,-220.946259,-2.166743,-3265.585449,0.000000,OK
318617,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,0,27223,3889,14.778750,0.157500,2.327653,-5.044487,-514.394531,-220.992767,-2.167199,-3265.997070,0.000000,OK
318717,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.778750,0.155000,2.290706,-5.044806,-514.427002,-224.571335,-2.202292,-3318.883789,0.000000,OK
318817,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.778750,0.167500,2.475441,-5.044806,-514.427002,-207.812302,-2.037943,-3071.206299,0.000000,OK
318917,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26835,3833,14.778750,0.157500,2.327653,-5.044806,-514.427002,-221.006729,-2.167336,-3266.203125,0.000000,OK
319017,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.778750,0.155000,2.290706,-5.044806,-514.427002,-224.571335,-2.202292,-3318.883789,0.000000,OK
319117,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.778750,0.167500,2.475441,-5.044760,-514.422363,-207.810440,-2.037924,-3071.178467,0.000000,OK
319217,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26458,3779,14.778750,0.162500,2.401547,-5.044623,-514.408447,-214.198792,-2.100572,-3165.590576,0.000000,OK
319317,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27125,3875,14.778750,0.162500,2.401547,-5.044487,-514.394531,-214.192993,-2.100516,-3165.504883,0.000000,OK
319416,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.780000,0.162500,2.401750,-5.044306,-514.376038,-214.167206,-2.100263,-3165.391113,0.000000,OK
319516,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26931,3847,14.778750,0.150000,2.216813,-5.044215,-514.366760,-232.029877,-2.275436,-3429.111572,0.000000,OK
319616,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26365,3766,14.778750,0.167500,2.475441,-5.044124,-514.357544,-207.784241,-2.037667,-3070.791504,0.000000,OK
319716,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26931,3847,14.780000,0.155000,2.290900,-5.044079,-514.352905,-224.520020,-2.201789,-3318.405762,0.000000,OK
319816,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26365,3766,14.778750,0.160000,2.364600,-5.044079,-514.352905,-217.522186,-2.133164,-3214.706055,0.000000,OK
319916,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.778750,0.160000,2.364600,-5.044034,-514.348267,-217.520233,-2.133145,-3214.677002,0.000000,OK
320016,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27028,3861,14.778750,0.160000,2.364600,-5.044034,-514.348267,-217.520233,-2.133145,-3214.677002,0.000000,OK
320116,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27125,3875,14.780000,0.165000,2.438700,-5.044079,-514.352905,-210.912766,-2.068348,-3117.290527,0.000000,OK
320215,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26182,3740,14.780000,0.160000,2.364800,-5.044124,-514.357544,-217.505753,-2.133003,-3214.735107,0.000000,OK
320315,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.780000,0.160000,2.364800,-5.044215,-514.366760,-217.509644,-2.133041,-3214.792725,0.000000,OK
320414,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26551,3793,14.777500,0.162500,2.401344,-5.044260,-514.371399,-214.201508,-2.100599,-3165.362549,0.000000,OK
320514,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26931,3847,14.780000,0.160000,2.364800,-5.044306,-514.376038,-217.513565,-2.133080,-3214.850586,0.000000,OK
320614,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26931,3847,14.780000,0.160000,2.364800,-5.044306,-514.376038,-217.513565,-2.133080,-3214.850586,0.000000,OK
320714,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26551,3793,14.778750,0.162500,2.401547,-5.044306,-514.376038,-214.185287,-2.100440,-3165.391113,0.000000,OK
320814,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.778750,0.170000,2.512387,-5.044306,-514.376038,-204.735962,-2.007774,-3025.741699,0.000000,OK
320914,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26551,3793,14.778750,0.155000,2.290706,-5.044306,-514.376038,-224.549088,-2.202074,-3318.555176,0.000000,OK
321014,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27322,3903,14.778750,0.160000,2.364600,-5.044260,-514.371399,-217.530014,-2.133240,-3214.821533,0.000000,OK
321113,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26273,3753,14.778750,0.157500,2.327653,-5.044215,-514.366760,-220.980850,-2.167082,-3265.820801,0.000000,OK
321213,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26835,3833,14.778750,0.152500,2.253759,-5.044169,-514.362122,-228.224060,-2.238113,-3372.866699,0.000000,OK
321313,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26458,3779,14.780000,0.162500,2.401750,-5.044124,-514.357544,-214.159500,-2.100187,-3165.277344,0.000000,OK
321413,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26365,3766,14.780000,0.167500,2.475650,-5.044034,-514.348267,-207.762924,-2.037458,-3070.736084,0.000000,OK
321513,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27125,3875,14.781250,0.165000,2.438906,-5.043988,-514.343628,-210.891113,-2.068135,-3117.234375,0.000000,OK
321613,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26273,3753,14.778750,0.170000,2.512387,-5.043942,-514.338989,-204.721222,-2.007629,-3025.523682,0.000000,OK
321713,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27028,3861,14.780000,0.162500,2.401750,-5.043897,-514.334351,-214.149841,-2.100092,-3165.134521,0.000000,OK
321812,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26551,3793,14.778750,0.155000,2.290706,-5.043851,-514.329712,-224.528870,-2.201876,-3318.256104,0.000000,OK
321912,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.778750,0.160000,2.364600,-5.043851,-514.329712,-217.512375,-2.133068,-3214.561035,0.000000,OK
322012,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26365,3766,14.780000,0.165000,2.438700,-5.043806,-514.325073,-210.901352,-2.068236,-3117.121826,0.000000,OK
322112,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27028,3861,14.778750,0.157500,2.327653,-5.043806,-514.325073,-220.962936,-2.166906,-3265.556152,0.000000,OK
322212,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26365,3766,14.778750,0.155000,2.290706,-5.043761,-514.320496,-224.524841,-2.201836,-3318.196777,0.000000,OK
322312,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26931,3847,14.778750,0.155000,2.290706,-5.043670,-514.311218,-224.520798,-2.201797,-3318.136963,0.000000,OK
322412,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.778750,0.162500,2.401547,-5.043624,-514.306580,-214.156372,-2.100157,-3164.963623,0.000000,OK
322512,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26931,3847,14.780000,0.167500,2.475650,-5.043533,-514.297302,-207.742340,-2.037256,-3070.431885,0.000000,OK
322612,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.778750,0.155000,2.290706,-5.043488,-514.292664,-224.512695,-2.201717,-3318.017090,0.000000,OK
322712,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.780000,0.152500,2.253950,-5.043443,-514.288025,-228.171906,-2.237602,-3372.380859,0.000000,OK
322812,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.778750,0.155000,2.290706,-5.043397,-514.283447,-224.508667,-2.201678,-3317.957764,0.000000,OK
322912,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.780000,0.160000,2.364800,-5.043307,-514.274170,-217.470490,-2.132657,-3214.213867,0.000000,OK
323012,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27028,3861,14.780000,0.167500,2.475650,-5.043216,-514.264893,-207.729248,-2.037128,-3070.238281,0.000000,OK
323112,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26835,3833,14.778750,0.155000,2.290706,-5.043125,-514.255615,-224.496521,-2.201559,-3317.778076,0.000000,OK
323212,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26273,3753,14.780000,0.162500,2.401750,-5.043035,-514.246399,-214.113220,-2.099734,-3164.593262,0.000000,OK
323312,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26273,3753,14.777500,0.157500,2.327456,-5.042943,-514.237122,-220.943848,-2.166719,-3264.997559,0.000000,OK
323412,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26835,3833,14.780000,0.165000,2.438700,-5.042898,-514.232483,-210.863388,-2.067863,-3116.560547,0.000000,OK
323512,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26931,3847,14.780000,0.167500,2.475650,-5.042852,-514.227844,-207.714294,-2.036981,-3070.017090,0.000000,OK
323612,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.780000,0.165000,2.438700,-5.042761,-514.218567,-210.857681,-2.067807,-3116.476318,0.000000,OK
323712,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27028,3861,14.778750,0.167500,2.475441,-5.042761,-514.218567,-207.728104,-2.037117,-3069.961670,0.000000,OK
323812,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.778750,0.157500,2.327653,-5.042761,-514.218567,-220.917175,-2.166457,-3264.879883,0.000000,OK
323911,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.780000,0.155000,2.290900,-5.042761,-514.218567,-224.461380,-2.201214,-3317.539063,0.000000,OK
324011,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26365,3766,14.778750,0.160000,2.364600,-5.042852,-514.227844,-217.469299,-2.132645,-3213.924316,0.000000,OK
324111,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26931,3847,14.778750,0.167500,2.475441,-5.042898,-514.232483,-207.733734,-2.037172,-3070.044922,0.000000,OK
324211,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26458,3779,14.780000,0.152500,2.253950,-5.042943,-514.237122,-228.149323,-2.237381,-3372.046875,0.000000,OK
324311,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,25912,3701,14.778750,0.152500,2.253759,-5.042989,-514.241760,-228.170654,-2.237590,-3372.077393,0.000000,OK
324411,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26182,3740,14.780000,0.160000,2.364800,-5.043079,-514.250977,-217.460693,-2.132561,-3214.069092,0.000000,OK
324511,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.778750,0.162500,2.401547,-5.043125,-514.255615,-214.135147,-2.099948,-3164.650146,0.000000,OK
324611,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26551,3793,14.780000,0.152500,2.253950,-5.043216,-514.264893,-228.161636,-2.237501,-3372.229004,0.000000,OK
324711,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26458,3779,14.778750,0.162500,2.401547,-5.043261,-514.269531,-214.140945,-2.100005,-3164.735596,0.000000,OK
324811,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27028,3861,14.780000,0.157500,2.327850,-5.043307,-514.274170,-220.922394,-2.166509,-3265.232910,0.000000,OK
324911,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,27028,3861,14.778750,0.147500,2.179866,-5.043307,-514.274170,-235.920120,-2.313586,-3486.604736,0.000000,OK
325011,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.780000,0.167500,2.475650,-5.043352,-514.278809,-207.734879,-2.037183,-3070.321533,0.000000,OK
325111,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.780000,0.162500,2.401750,-5.043397,-514.283447,-214.128647,-2.099885,-3164.821289,0.000000,OK
325211,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.778750,0.165000,2.438494,-5.043352,-514.278809,-210.900192,-2.068224,-3116.841309,0.000000,OK
325311,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26645,3806,14.778750,0.170000,2.512387,-5.043352,-514.278809,-204.697266,-2.007394,-3025.169678,0.000000,OK
325411,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26740,3820,14.780000,0.162500,2.401750,-5.043352,-514.278809,-214.126709,-2.099866,-3164.792725,0.000000,OK
325511,NA,NA,-1,NA,-1,NA,7,1,10.00,20.000,1,26458,3779,14.780000,0.160000,2.364800,-5.043352,-514.278809,-217.472458,-2.132676,-3214.242920,0.000000,OK
